time_stamp linear_x linear_y linear_z angular_x angular_y angular_z
0.000000000 10.6957508 0.08289371557 -0.07501540401 0.01666238705 -0.03697614751 0.0006042210418 1
0.109994888 10.70961097 0.06861296452 -0.03681952603 0.002733659688 -0.01275961076 0.001955741501 2
0.210042954 10.72588503 0.03914172691 0.01878273767 -0.02679077307 0.0227197086 0.0004591075734 3
0.310052872 10.72617899 0.05017373347 0.005619600186 -0.00423391292 0.03577466411 0.002543051912 4
0.419983864 10.71737182 0.06298043582 -0.02906547974 -0.005121682713 0.02214568594 0.003911769701 5
0.520004034 10.70239022 0.0678925735 -0.0556056603 0.002985393732 0.007765275617 0.002139764523 6
0.630076885 10.68294761 0.07291380229 -0.0706141337 0.005965964961 -0.007184602243 0.00194902478 7
0.730154038 10.66381779 0.06775333211 -0.07500598093 -0.0001423531429 -0.01039410171 0.001624181758 8
0.830022812 10.6399913 0.06179595971 -0.06091182071 -0.005402478138 -0.007265492433 0.001553761886 9
0.940022946 10.62218907 0.05566915507 -0.04708533595 -0.009484164223 -0.003984669497 0.002199860624 10
1.040035010 10.59799975 0.05700390769 -0.03522707234 -0.006458862631 0.006928431158 0.001864170168 11
1.139995814 10.57055795 0.0623788426 -0.03088271033 2.806188777e-05 0.004851472368 0.0005611699246 12
1.250138998 10.53435877 0.05965846162 -0.04788432556 -0.00802926872 -0.004169612002 0.0002136812157 13
1.350070000 10.5059178 0.07182124079 -0.05095636999 0.006223574293 -0.005317887034 0.000517397034 14
1.450048924 10.48086262 0.07588796932 -0.03643007459 -0.001788753415 0.009240775143 0.002123354795 15
1.560039044 10.44627194 0.07488743648 -0.03627127968 -0.003480268263 0.01068167117 0.002670428222 16
1.660054922 10.41229741 0.08400903704 -0.04734547225 0.003080101796 0.004493496964 0.001750132352 17
1.760072947 10.37982617 0.09870970398 -0.05664344603 0.02467601364 0.003725689999 0.001491052183 18
1.870064974 10.32990078 0.08702927943 -0.06245172396 -0.006994528412 -0.008598198094 0.002021873018 19
1.970059872 10.28362326 0.08714481255 -0.08159716881 -0.004406465539 -0.03072841979 0.0008170860862 20
2.070091009 10.24332482 0.09923871666 -0.07098492843 0.008559198008 -0.008660159434 0.003308925923 21
2.180065870 10.22556043 0.07378144528 -0.02033290621 -0.02922729645 0.01477526854 -0.001479254652 22
2.280072928 10.21485522 0.06856850558 -0.02922996687 -0.02702860746 0.01572067252 -0.001759172541 23
2.380101919 10.20590239 0.07870940749 -0.06121383098 -0.01841846503 0.006681758655 0.0005815622359 24
2.490053892 10.20369384 0.07683133333 -0.07316505066 -0.02193654677 0.007936820075 -0.0003148859935 25
2.590071917 10.20572963 0.08498955265 -0.0855697058 -0.01752118651 -0.01270542632 0.002641044972 26
2.690076828 10.21686036 0.0863589875 -0.1001329299 -0.02544910226 -0.02352060974 0.00625443876 27
2.800181866 10.24700084 0.08361423587 -0.08622934411 -0.01851815371 -0.0102866249 0.005071149629 28
2.900113821 10.27701379 0.08195282797 -0.05349592331 -0.02976710207 0.01621747784 0.006564018991 29
3.000102997 10.30291817 0.086856649 -0.05175931225 -0.02041229954 0.01644728297 0.005608593623 30
3.110131979 10.32799772 0.0980814768 -0.08322413007 -0.01919863482 -0.001817579355 0.008318080841 31
3.210320950 10.35343293 0.1089339892 -0.09414759612 -0.00149045993 -0.006833354358 0.008325659954 32
3.320159912 10.38931598 0.1190400322 -0.08262818694 0.002186373886 -1.253375472e-05 0.009594757091 33
3.420084000 10.42341908 0.1231844432 -0.07181631285 5.44764159e-05 0.004311299436 0.009270313991 34
3.520176888 10.46098274 0.1253562414 -0.07495753718 0.002383432206 0.001033705356 0.006682121583 35
3.630147934 10.50682991 0.1220484194 -0.0865722397 -0.007021137492 -0.0004157329519 -0.001407806336 36
3.730384827 10.55657843 0.1133515912 -0.08080579626 -0.008204002829 0.01058898465 -0.01064592085 37
3.830142975 10.60136904 0.1179868636 -0.08439493281 -0.0069105281 0.01349476452 -0.0164301551 38
3.940163851 10.64750829 0.1167104153 -0.09885116052 -0.00664839059 0.0004580097174 -0.02071561361 39
4.040139914 10.69034834 0.1262831705 -0.1211970892 0.006404279708 -0.008847212284 -0.02410847662 40
4.140152931 10.73366694 0.141356699 -0.1141333506 0.01345398294 -0.004795616312 -0.02235997034 41
4.250291824 10.79017738 0.1399239773 -0.09983175593 0.01222866804 0.005199148538 -0.02405592906 42
4.350216866 10.83493389 0.1479587229 -0.09787334952 0.01216394161 0.00976565361 -0.02224574803 43
4.450163841 10.87940015 0.1521180596 -0.1099694336 0.009038465092 -4.426305806e-05 -0.02216571518 44
4.560168982 10.92491839 0.1520255453 -0.1261391495 0.001389758934 -0.009306589923 -0.02040704993 45
4.660189867 10.969258 0.1662552315 -0.1168100515 0.02222492473 -0.005304604689 -0.01849204989 46
4.760207892 11.00647708 0.1723729864 -0.09833566167 0.008092541724 0.003288248974 -0.01331739146 47
4.870229006 11.0339127 0.1913298356 -0.08706331244 0.03334067446 0.00593307164 -0.01308680864 48
4.970168829 11.03748558 0.1974057914 -0.08751893996 0.01639076882 -0.01005238591 -0.009038103644 49
5.070231915 11.03436308 0.1970296889 -0.1141604352 0.009765474735 -0.0437557003 -0.005881580679 50
5.180199862 11.04516831 0.1897368532 -0.07859593669 0.006083037509 -0.02718987048 -0.006966998079 51
5.280198813 11.05715166 0.1697035372 -0.004333203106 -0.0202549199 0.01542225149 -0.007984527231 52
